model,mode,attribute,model_class,magnitude,n,mean_delta_target,median_delta_target,mean_delta_others,median_delta_others,mean_delta_specificity,median_delta_specificity,mean_delta_nearest,median_delta_nearest
llama,normal,gender,female,10.0,484,-0.11921306316968563,-0.11780844155392806,-0.1460794476418635,-0.12401336018516136,0.02686638447217784,0.0,-0.03512396694214876,0.0
llama,normal,gender,female,12.0,484,-0.14815035417584566,-0.14276478756429356,-0.16822962094874488,-0.16819062645768612,0.02007926677289921,0.0,0.002066115702479339,0.0
llama,normal,gender,female,14.0,484,-0.15748205150655326,-0.1590852685472055,-0.17137873918283725,-0.1716128610124017,0.013896687676283978,0.0,0.022727272727272728,0.0
llama,normal,gender,female,16.0,484,-0.1636778913980796,-0.17198430822621436,-0.17551948477042445,-0.18201372058920093,0.011841593372344856,0.0,0.024793388429752067,0.0
llama,normal,gender,female,18.0,484,-0.16993376529933893,-0.169675053058488,-0.18324162104881134,-0.17702935689579888,0.01330785574947241,0.0,0.030991735537190084,0.0
llama,normal,gender,female,20.0,484,-0.17414960221505577,-0.15253734560944351,-0.19059062591619574,-0.17889968782610485,0.01644102370113998,0.0,0.028925619834710745,0.0
llama,normal,age,adult,0.0,482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama,normal,age,adult,2.0,482,0.025883028971367805,0.010339531107960348,0.025242054173164958,0.009866661204974092,0.0006409747982028462,0.0,0.012448132780082987,0.0
llama,normal,age,adult,4.0,482,0.05507166014780732,0.01955285252672645,0.05200473571996692,0.026669766876802836,0.0030669244278403954,0.0,0.002074688796680498,0.0
llama,normal,age,adult,6.0,482,0.05777503392993061,0.02005980952927361,0.054273836084741844,0.018095043172587477,0.0035011978451887638,0.0,-0.008298755186721992,0.0
llama,normal,age,adult,8.0,482,0.03897279700927277,0.0028748312810893684,0.039238066252715226,0.004895415202059328,-0.00026526924344245104,0.0,-0.02074688796680498,0.0
llama,normal,age,adult,10.0,482,0.006245225423383996,-0.02068100848711049,0.010389118599389183,-0.016687537177391118,-0.004143893176005189,0.0,0.016597510373443983,0.0
llama,normal,age,adult,12.0,482,-0.03393170710444494,-0.03919802953835411,-0.02844360197134749,-0.03613759728780608,-0.005488105133097451,0.0,0.026970954356846474,0.0
llama,normal,age,adult,14.0,482,-0.07675238986435438,-0.07838327585480556,-0.07028872080396965,-0.06391844328520835,-0.006463669060384739,0.0,0.016597510373443983,0.0
llama,normal,age,adult,16.0,482,-0.11280294814208572,-0.09857077644726409,-0.10489924048007288,-0.09248052465027497,-0.007903707662012831,0.0,0.02074688796680498,0.0
llama,normal,age,adult,18.0,482,-0.137835467421071,-0.11958768906996908,-0.12777624823436612,-0.11351648220491543,-0.010059219186704873,0.0,0.03112033195020747,0.0
llama,normal,age,adult,20.0,482,-0.15457440951987553,-0.14002060276502004,-0.14267066167830605,-0.1268345550568593,-0.011903747841569449,0.0,0.024896265560165973,0.0
llama,normal,age,older_adult,0.0,482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama,normal,age,older_adult,2.0,482,-0.008514352169489797,0.0033359543808559877,-0.00981794573149425,-0.001138716703415532,0.0013035935620044521,0.0,-0.022821576763485476,0.0
llama,normal,age,older_adult,4.0,482,0.007823657975979684,-0.0003951848126064472,-0.001858071415195747,-0.0036580711010602562,0.009681729391175432,0.0,-0.035269709543568464,0.0
llama,normal,age,older_adult,6.0,482,0.037719685129342796,0.02234698866924592,0.01915541028756799,0.016074653659109484,0.0185642748417748,0.0,-0.04979253112033195,0.0
llama,normal,age,older_adult,8.0,482,0.0681924825349517,0.04173150785599361,0.05460220893046987,0.03384279465667925,0.01359027360448184,0.0,-0.03112033195020747,0.0
llama,normal,age,older_adult,10.0,482,0.09169131503621362,0.05078510571485953,0.0799509575921601,0.04455669132608897,0.011740357444053523,0.0,-0.02074688796680498,0.0
llama,normal,age,older_adult,12.0,482,0.09204429091534289,0.047532279905373676,0.08093589666555184,0.042059686703874014,0.01110839424979104,0.0,-0.004149377593360996,0.0
llama,normal,age,older_adult,14.0,482,0.07055229057772902,0.028518327629292933,0.05901472768508807,0.02757153684532515,0.011537562892640933,0.0,-0.012448132780082987,0.0
llama,normal,age,older_adult,16.0,482,0.03121041963761285,-0.0021157538306510737,0.021039895182069394,-0.007433954999999937,0.010170524455543456,0.0,-0.004149377593360996,0.0
llama,normal,age,older_adult,18.0,482,-0.013662186354694298,-0.03646540689058808,-0.024388663766815172,-0.03358431170962745,0.010726477412120874,0.0,-0.01037344398340249,0.0
llama,normal,age,older_adult,20.0,482,-0.05290133721132185,-0.058318025225463116,-0.06471762274546561,-0.05461249455638076,0.011816285534143755,0.0,-0.012448132780082987,0.0
llama,normal,education,some schooling,0.0,486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama,normal,education,some schooling,2.0,486,-0.0012262129640365242,0.0018480381453352401,0.001129983048803044,0.002455139238441234,-0.002356196012839572,0.0,0.024691358024691357,0.0
llama,normal,education,some schooling,4.0,486,-0.0076526423372148475,-0.00017966192449869745,-0.0023416353741315277,0.003342902851582008,-0.005311006963083324,0.0,0.018518518518518517,0.0
llama,normal,education,some schooling,6.0,486,-0.022379769984206682,-0.00654832850182846,-0.014947463643825112,-0.00890778908069953,-0.0074323063403815715,0.0,0.02880658436213992,0.0
llama,normal,education,some schooling,8.0,486,-0.04442372789365629,-0.01699866958576307,-0.031510811866168074,-0.011901629584757434,-0.012912916027488213,0.0,0.030864197530864196,0.0
llama,normal,education,some schooling,10.0,486,-0.06874454143770112,-0.03997620447058285,-0.04518188786915375,-0.011297320215975404,-0.023562653568547375,0.0,0.05761316872427984,0.0
llama,normal,education,some schooling,12.0,486,-0.09329488782642617,-0.06403120572584162,-0.06212013654476744,-0.04102829081862089,-0.03117475128165874,-2.7755575615628914e-17,0.07407407407407407,0.0
llama,normal,education,some schooling,14.0,486,-0.12078990164401739,-0.08090986155279405,-0.0858493421194321,-0.048656168820725404,-0.03494055952458529,-5.551115123125783e-17,0.08641975308641975,0.0
llama,normal,education,some schooling,16.0,486,-0.14791067457528936,-0.09441411842934724,-0.11250178651534438,-0.06228988926703766,-0.03540888805994501,-1.1102230246251565e-16,0.09465020576131687,0.0
llama,normal,education,some schooling,18.0,486,-0.17015976834955318,-0.13453262052947002,-0.13484957864364744,-0.10856414794388075,-0.035310189705905715,-1.1102230246251565e-16,0.08641975308641975,0.0
llama,normal,education,some schooling,20.0,486,-0.18357665526862282,-0.14457047863535613,-0.1478378593396361,-0.12054423502320685,-0.035738795928986725,-1.942890293094024e-16,0.08847736625514403,0.0
llama,normal,education,high school,0.0,486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama,normal,education,high school,2.0,486,-0.023159918021537378,-0.010112210813147948,-0.02581283335219291,-0.0080843836717059,0.002652915330655535,0.0,-0.01646090534979424,0.0
llama,normal,education,high school,4.0,486,-0.036250330530577184,-0.02402749974959889,-0.039668225879686915,-0.02312707417218199,0.0034178953491097266,0.0,-0.006172839506172839,0.0
llama,normal,education,high school,6.0,486,-0.06471391175351246,-0.03860966583848646,-0.06861112773078766,-0.031349484174682266,0.0038972159772752034,0.0,-0.01440329218106996,0.0
llama,normal,education,high school,8.0,486,-0.10103009284271842,-0.0556581072621284,-0.1077434783918355,-0.05309204954978116,0.006713385549117067,0.0,-0.026748971193415638,0.0
llama,normal,education,high school,10.0,486,-0.08675882110492254,-0.047552299709571255,-0.10354686165494126,-0.059617584448550476,0.016788040550018736,1.1102230246251565e-16,-0.0411522633744856,0.0
llama,normal,education,high school,12.0,486,-0.04073595456585204,-0.03964995280318395,-0.0634617562504805,-0.028235394643582545,0.02272580168462845,1.1102230246251565e-16,-0.051440329218107,0.0
llama,normal,education,high school,14.0,486,-0.0037922325926458755,-0.010342263515725203,-0.028844927539538205,-0.000936711038961438,0.025052694946892336,1.1102230246251565e-16,-0.06172839506172839,0.0
llama,normal,education,high school,16.0,486,0.007904167821695198,0.009945873062563379,-0.018215334429730796,0.010209617779357916,0.026119502251425997,1.1102230246251565e-16,-0.0720164609053498,0.0
llama,normal,education,high school,18.0,486,0.0006271409273379967,0.008144628307370116,-0.025773163678208238,-0.0017071141771783094,0.02640030460554622,1.1102230246251565e-16,-0.07613168724279835,0.0
llama,normal,education,high school,20.0,486,-0.01707101670313572,-0.007495632459159796,-0.043289018853638825,-0.02094959419739184,0.026218002150503097,0.001150433518839894,-0.08024691358024691,0.0
llama,normal,education,college and more,0.0,486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama,normal,education,college and more,2.0,486,0.03249230841646731,0.02308202980554397,0.030271148996006532,0.022716682829167723,0.0022211594204607768,0.0,0.01646090534979424,0.0
llama,normal,education,college and more,4.0,486,0.021227504486797655,0.0005104198227879331,0.01453431986022529,0.005122782023279648,0.006693184626572363,0.0,0.00823045267489712,0.0
llama,normal,education,college and more,6.0,486,-0.04619298951312988,-0.045591493859249516,-0.06196853409467674,-0.07416271008635456,0.015775544581546855,0.0,-0.01646090534979424,0.0
llama,normal,education,college and more,8.0,486,-0.10789974391082774,-0.086888274548166,-0.13122098303590712,-0.14009858179705817,0.02332123912507939,2.7755575615628914e-17,-0.018518518518518517,0.0
llama,normal,education,college and more,10.0,486,-0.14278951641313903,-0.1422068412133825,-0.16681877441689205,-0.17298954587017212,0.024029258003753082,2.7755575615628914e-17,-0.0205761316872428,0.0
llama,normal,education,college and more,12.0,486,-0.1626273178000685,-0.16176013652646234,-0.18770074523673116,-0.18317435836581286,0.02507342743666265,5.551115123125783e-17,-0.03909465020576132,0.0
llama,normal,education,college and more,14.0,486,-0.17600360193465714,-0.1700196972539115,-0.2023558005116536,-0.19063324433654327,0.02635219857699647,5.551115123125783e-17,-0.0411522633744856,0.0
llama,normal,education,college and more,16.0,486,-0.18568135933717594,-0.172247697305756,-0.21447241331489164,-0.20212927524323032,0.028791053977715704,5.551115123125783e-17,-0.03292181069958848,0.0
llama,normal,education,college and more,18.0,486,-0.193142192698133,-0.1740035187429823,-0.22351226061529259,-0.21209261404722482,0.030370067917159557,5.551115123125783e-17,-0.030864197530864196,0.0
llama,normal,education,college and more,20.0,486,-0.19759366069655887,-0.17524773636711927,-0.22934082460894592,-0.21590816725040476,0.031747163912387015,5.551115123125783e-17,-0.02880658436213992,0.0
llama,normal,socioeco,low,0.0,486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama,normal,socioeco,low,2.0,486,-0.03259493764344869,-0.018928046246463798,-0.02002209418972467,-0.014286911160121651,-0.01257284345372401,0.0,0.00823045267489712,0.0
llama,normal,socioeco,low,4.0,486,-0.048893407911209906,-0.03629210351765215,-0.026668390985467628,-0.023839074362357632,-0.02222501692574228,0.0,0.02880658436213992,0.0
llama,normal,socioeco,low,6.0,486,-0.05279230024509406,-0.02949723886625505,-0.026145317886863452,-0.021874192173788665,-0.02664698235823063,0.0,0.03189300411522634,0.0
llama,normal,socioeco,low,8.0,486,-0.04150718393673337,-0.011431367953189775,-0.01612965538009233,0.0028997662568334692,-0.025377528556641042,0.0,0.018518518518518517,0.0
llama,normal,socioeco,low,10.0,486,-0.03125793221654707,0.00533183891593958,-0.010457693613759322,0.02027758159152193,-0.02080023860278773,0.0,0.0205761316872428,0.0
llama,normal,socioeco,low,12.0,486,-0.02608768614410913,0.01330752320643952,-0.0024551651331136503,0.03283243076710543,-0.023632521010995486,0.0,0.01646090534979424,0.0
llama,normal,socioeco,low,14.0,486,-0.015369146800378002,0.03711189257915681,0.013603337659068262,0.03842081233958944,-0.02897248445944627,0.0,0.013374485596707819,0.0
llama,normal,socioeco,low,16.0,486,0.01074771348983322,0.05389974889634136,0.04157901268082202,0.05635874583859554,-0.030831299190988808,0.0,0.009259259259259259,0.0
llama,normal,socioeco,low,18.0,486,0.04247861271604923,0.09103606623007779,0.0742712636112953,0.08307209788915457,-0.03179265089524608,0.0,-0.0030864197530864196,0.0
llama,normal,socioeco,low,20.0,486,0.06801795109980285,0.10478897577967668,0.10228787687984238,0.10725668846680012,-0.03426992578003953,0.0,-0.009259259259259259,0.0
llama,normal,socioeco,high,0.0,486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama,normal,socioeco,high,2.0,486,0.002891588758422207,0.00341873363823747,0.0036792622514237924,-0.000843617543280259,-0.0007876734930015847,0.0,0.00411522633744856,0.0
llama,normal,socioeco,high,4.0,486,-0.038247293148200696,-0.03264287014103945,-0.03989922414162149,-0.03907461261005124,0.001651930993420799,0.0,-0.0051440329218107,0.0
llama,normal,socioeco,high,6.0,486,-0.09126073323105771,-0.06569008231669593,-0.09625729114484256,-0.07636080155760916,0.004996557913784841,0.0,-0.0051440329218107,0.0
llama,normal,socioeco,high,8.0,486,-0.13477060452775216,-0.09342198617629323,-0.14472494850227396,-0.10364624483140625,0.009954343974521815,0.0,-0.00102880658436214,0.0
llama,normal,socioeco,high,10.0,486,-0.17149389934784506,-0.12799868937205383,-0.1908956700354465,-0.13229889229682867,0.01940177068760146,0.0,-0.01954732510288066,0.0
llama,normal,socioeco,high,12.0,486,-0.19957957079403232,-0.15027980749991096,-0.22713422509767145,-0.1630432553284232,0.02755465430363912,4.163336342344337e-17,-0.05246913580246913,0.0
llama,normal,socioeco,high,14.0,486,-0.2062355003507594,-0.172577437049714,-0.24251679710910667,-0.18522443761149993,0.03628129675834728,1.1102230246251565e-16,-0.046296296296296294,0.0
llama,normal,socioeco,high,16.0,486,-0.1987891800276345,-0.17126382675206198,-0.24152495190350087,-0.20637563689527377,0.0427357718758664,4.85722573273506e-17,-0.06275720164609054,0.0
llama,normal,socioeco,high,18.0,486,-0.18718478883697454,-0.16657677265623766,-0.23227993633748523,-0.20180625881116235,0.04509514750051068,3.469446951953614e-17,-0.056584362139917695,0.0
llama,normal,socioeco,high,20.0,486,-0.17951069462254832,-0.17206762529199723,-0.22608418035480315,-0.19190585932772608,0.04657348573225488,0.0,-0.07098765432098765,0.0
llama,contrastive,gender,male,0.0,484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama,contrastive,gender,male,2.0,484,-0.0219207062141636,-0.010778498594186808,-0.042792264941646826,-0.01983437371702118,0.020871558727483225,0.0,-0.07231404958677685,0.0
llama,contrastive,gender,male,4.0,484,0.03142740792462286,0.033240990248491045,0.006175625893977496,0.02370034322365036,0.025251782030645355,0.0,-0.09504132231404959,0.0
llama,contrastive,gender,male,6.0,484,0.042088743862606776,0.018445454474234742,0.053728842043402905,0.03792252428106252,-0.011640098180796124,0.0,0.04132231404958678,0.0
llama,contrastive,gender,male,8.0,484,0.12535677534894976,0.09579897939333071,0.1446477312050866,0.11802322993458009,-0.019290955856136844,0.0,0.0640495867768595,0.0
llama,contrastive,gender,male,10.0,484,0.07655870296002357,0.06323290118785446,0.09729275266973338,0.10122941320116002,-0.020734049709709823,0.0,0.06198347107438017,0.0
llama,contrastive,gender,male,12.0,484,0.026169765225720655,0.024596644468831308,0.04666749498714756,0.05966626760283486,-0.020497729761426924,0.0,0.0640495867768595,0.0
llama,contrastive,gender,male,14.0,484,-0.008996824675136985,0.0069752854411356535,0.01012672024707409,0.030795104717367794,-0.01912354492221108,0.0,0.07024793388429752,0.0
llama,contrastive,gender,male,16.0,484,-0.037458243863690815,-0.024116535708408895,-0.019579988588458403,0.004370385210576089,-0.017878255275232402,0.0,0.05165289256198347,0.0
llama,contrastive,gender,male,18.0,484,-0.059435554476723676,-0.051531885074752065,-0.042361497022486025,-0.012580726311005846,-0.01707405745423765,0.0,0.045454545454545456,0.0
llama,contrastive,gender,male,20.0,484,-0.07603908919816252,-0.05447639732123227,-0.05935184511198127,-0.022476808943151128,-0.016687244086181253,0.0,0.05371900826446281,0.0
llama,contrastive,gender,female,0.0,484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama,contrastive,gender,female,2.0,484,0.11928905273526293,0.05069318288681124,0.08483709264465639,0.017393658817460633,0.034451960090606526,0.0,-0.08471074380165289,0.0
llama,contrastive,gender,female,4.0,484,-0.034729272910238786,-0.023837632220859967,-0.0731717987252867,-0.06742180025155448,0.038442525815047916,0.0,-0.06611570247933884,0.0
llama,contrastive,gender,female,6.0,484,-0.13659441874410153,-0.13003430125962856,-0.1641277254866482,-0.16009294468333143,0.02753330674254666,0.0,-0.028925619834710745,0.0
llama,contrastive,gender,female,8.0,484,-0.15443532041508556,-0.15304868182566905,-0.1737827569989279,-0.18059707627630478,0.019347436583842338,0.0,0.004132231404958678,0.0
llama,contrastive,gender,female,10.0,484,-0.16636629439906053,-0.15410984374152958,-0.185455556762626,-0.17654216938906978,0.01908926236356548,0.0,0.010330578512396695,0.0
llama,contrastive,gender,female,12.0,484,-0.16897730331372923,-0.13192943162099424,-0.19034296298884665,-0.1715714656839916,0.021365659675117426,0.0,0.008264462809917356,0.0
llama,contrastive,gender,female,14.0,484,-0.16315958315934936,-0.12409531808611735,-0.18615641520363774,-0.16210327594259213,0.022996832044288346,0.0,-0.010330578512396695,0.0
llama,contrastive,gender,female,16.0,484,-0.15232371598775382,-0.09311184464072586,-0.1772430704853509,-0.1447989237744121,0.02491935449759708,0.0,-0.010330578512396695,0.0
llama,contrastive,gender,female,18.0,484,-0.1369814798900711,-0.08778500256997501,-0.16424157827457855,-0.12432640953370083,0.027260098384507474,0.0,-0.0371900826446281,0.0
llama,contrastive,gender,female,20.0,484,-0.11915102535148671,-0.07648022033816256,-0.14802319818170462,-0.11340978458703312,0.0288721728302179,0.0,-0.04132231404958678,0.0
llama,contrastive,age,adult,0.0,482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama,contrastive,age,adult,2.0,482,0.038916109329935666,0.016856485964856005,0.038967222057901714,0.01682517509192827,-5.111272796605465e-05,0.0,0.008298755186721992,0.0
llama,contrastive,age,adult,4.0,482,0.07984476532382966,0.03299565335814014,0.07483889679873167,0.03372130851491083,0.005005868525097989,0.0,-0.012448132780082987,0.0
llama,contrastive,age,adult,6.0,482,0.07732363286648196,0.029463299313880004,0.07518423320920707,0.03874602079427392,0.002139399657274881,0.0,-0.01037344398340249,0.0
llama,contrastive,age,adult,8.0,482,0.042587503605829385,0.01581801293804523,0.04525005605838038,0.023048562278413953,-0.0026625524525509987,0.0,0.01037344398340249,0.0
llama,contrastive,age,adult,10.0,482,-0.006788760735621251,-0.02324106623086203,-0.000722710021010026,0.001506732239709374,-0.006066050714611229,0.0,0.01867219917012448,0.0
llama,contrastive,age,adult,12.0,482,-0.053037844605041906,-0.053332219701184305,-0.04579851787770532,-0.03418445903298051,-0.007239326727336566,0.0,0.03734439834024896,0.0
llama,contrastive,age,adult,14.0,482,-0.0909174446600867,-0.08533614063651274,-0.08076718510515467,-0.06425390192161984,-0.010150259554932026,0.0,0.029045643153526972,0.0
llama,contrastive,age,adult,16.0,482,-0.11853003775783837,-0.1072227550875415,-0.10553802472938628,-0.0845573686702909,-0.012992013028452109,0.0,0.03112033195020747,0.0
llama,contrastive,age,adult,18.0,482,-0.1388287990806298,-0.11965395721031308,-0.12336660460622813,-0.10038646534522022,-0.015462194474401668,0.0,0.03941908713692946,0.0
llama,contrastive,age,adult,20.0,482,-0.15565864783672806,-0.12983478979935467,-0.1377644541297016,-0.11987861342642027,-0.017894193707026485,0.0,0.043568464730290454,0.0
llama,contrastive,age,older_adult,0.0,482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama,contrastive,age,older_adult,2.0,482,-0.0037581563864199446,-9.640597471932688e-05,-0.007778748135637005,-0.00471818009472233,0.0040205917492170595,0.0,-0.029045643153526972,0.0
llama,contrastive,age,older_adult,4.0,482,0.037822720094905934,0.012739528362274044,0.021240210573291517,0.0014365756050125078,0.016582509521614427,0.0,-0.05394190871369295,0.0
llama,contrastive,age,older_adult,6.0,482,0.059827474070483146,0.03591255736605148,0.042884217053541014,0.03149476037781644,0.01694325701694212,0.0,-0.04149377593360996,0.0
llama,contrastive,age,older_adult,8.0,482,0.06860731529643,0.03180403612923055,0.05392798592620123,0.03180403612923055,0.01467932937022876,0.0,-0.024896265560165973,0.0
llama,contrastive,age,older_adult,10.0,482,0.051885517878441735,0.025684565062759276,0.03881449860746076,0.01616490180046537,0.013071019270980979,0.0,-0.024896265560165973,0.0
llama,contrastive,age,older_adult,12.0,482,0.0231401224293218,0.008507701531631787,0.013785503633430287,0.007851454170774,0.00935461879589151,0.0,-0.03319502074688797,0.0
llama,contrastive,age,older_adult,14.0,482,0.003579158777048723,-0.009514007247083955,-0.007179076645805514,-0.0030320242638211536,0.010758235422854241,0.0,-0.03734439834024896,0.0
llama,contrastive,age,older_adult,16.0,482,-0.006147512460063126,-0.011843765602150613,-0.019034512292033585,-0.008321547347064084,0.01288699983197045,0.0,-0.043568464730290454,0.0
llama,contrastive,age,older_adult,18.0,482,-0.011475930347893298,-0.015147915097106945,-0.02533197748625719,-0.011189667884676832,0.013856047138363888,0.0,-0.03941908713692946,0.0
llama,contrastive,age,older_adult,20.0,482,-0.017958191542537923,-0.019048324230434677,-0.03322839904861955,-0.0179984666139322,0.01527020750608163,0.0,-0.043568464730290454,0.0
llama,contrastive,education,some schooling,0.0,486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama,contrastive,education,some schooling,2.0,486,-0.009469340661036777,-0.008495677570135363,-0.006859897573467395,-0.00598146347040493,-0.002609443087569379,0.0,0.018518518518518517,0.0
llama,contrastive,education,some schooling,4.0,486,-0.03690054897031304,-0.026926518052039994,-0.032400399626947976,-0.02076125723573144,-0.004500149343365054,0.0,0.006172839506172839,0.0
llama,contrastive,education,some schooling,6.0,486,-0.06318390155431135,-0.031575561501254845,-0.04455153968190368,-0.014741370891649397,-0.01863236187240767,0.0,0.051440329218107,0.0
llama,contrastive,education,some schooling,8.0,486,-0.07130513657792799,-0.029835876318455606,-0.039991274923334624,-0.006965143935020401,-0.03131386165459334,0.0,0.06584362139917696,0.0
llama,contrastive,education,some schooling,10.0,486,-0.08847556096565992,-0.024057453138085702,-0.053359924357249906,0.00027766788996191893,-0.035115636608409995,-2.7755575615628914e-17,0.06172839506172839,0.0
llama,contrastive,education,some schooling,12.0,486,-0.12628238981838769,-0.061466212535165904,-0.08852367717576089,-0.032654530721506314,-0.0377587126426268,-5.551115123125783e-17,0.0720164609053498,0.0
llama,contrastive,education,some schooling,14.0,486,-0.16088460829487802,-0.10293738686753917,-0.12213863391627983,-0.0845108052970805,-0.03874597437859818,-2.220446049250313e-16,0.09876543209876543,0.0
llama,contrastive,education,some schooling,16.0,486,-0.18010237901352466,-0.11690789728355738,-0.1417676113042364,-0.09289943035640291,-0.03833476770928824,-1.1102230246251565e-16,0.10082304526748971,0.0
llama,contrastive,education,some schooling,18.0,486,-0.1826862718214782,-0.1241975825672759,-0.14727227172695312,-0.09998485426341003,-0.03541400009452507,-1.1102230246251565e-16,0.10493827160493827,0.0
llama,contrastive,education,some schooling,20.0,486,-0.17316136036344612,-0.11430689435191033,-0.14278428983287852,-0.09304453103046911,-0.030377070530567627,-1.1102230246251565e-16,0.08847736625514403,0.0
llama,contrastive,education,high school,0.0,486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama,contrastive,education,high school,2.0,486,-0.032478008496992034,-0.012218960899000292,-0.035850214154516814,-0.011160204577714397,0.003372205657524787,0.0,-0.01440329218106996,0.0
llama,contrastive,education,high school,4.0,486,-0.0468026665114881,-0.02502983874610873,-0.049542383714338945,-0.021935626703644406,0.002739717202850849,0.0,0.00205761316872428,0.0
llama,contrastive,education,high school,6.0,486,-0.05176401548134979,-0.024004562392932527,-0.06277831716761169,-0.028973833169302438,0.011014301686261909,1.1102230246251565e-16,-0.037037037037037035,0.0
llama,contrastive,education,high school,8.0,486,0.03651738033330208,0.04208471775272671,0.012007632717880504,0.027687329328797125,0.024509747615421573,5.828670879282072e-16,-0.0720164609053498,0.0
llama,contrastive,education,high school,10.0,486,0.12639390199811876,0.12753835666735092,0.09720710585812413,0.11936949474409997,0.029186796139994607,0.0031480564794174604,-0.07818930041152264,0.0
llama,contrastive,education,high school,12.0,486,0.15380012830742978,0.15057087878262845,0.12386267044916398,0.14123101421537082,0.029937457858265803,0.007388613618704326,-0.09670781893004116,0.0
llama,contrastive,education,high school,14.0,486,0.13533229124583263,0.12666626898346234,0.10501986007543467,0.12345661419784154,0.030312431170397967,0.008192884579139859,-0.09465020576131687,0.0
llama,contrastive,education,high school,16.0,486,0.09853058655570061,0.08904771600607637,0.06794329445791239,0.08127609943881914,0.030587292097788234,0.008943918491267272,-0.09465020576131687,0.0
llama,contrastive,education,high school,18.0,486,0.059332947400000245,0.0517510718505233,0.029091078705474217,0.037509692698999286,0.03024186869452603,0.009393181481101714,-0.09053497942386832,0.0
llama,contrastive,education,high school,20.0,486,0.02457956687608734,0.025325658090602096,-0.0043842827571634905,0.0018131867815137093,0.028963849633250816,0.008739264564882526,-0.07613168724279835,0.0
llama,contrastive,education,college and more,0.0,486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama,contrastive,education,college and more,2.0,486,0.03547928839695899,0.020167805317559323,0.03019055452986422,0.018230731433960923,0.00528873386709477,0.0,0.00205761316872428,0.0
llama,contrastive,education,college and more,4.0,486,-0.030911116464590906,-0.028539272063118598,-0.04590199007856505,-0.0476291180513269,0.01499087361397415,0.0,-0.01646090534979424,0.0
llama,contrastive,education,college and more,6.0,486,-0.110882793545855,-0.09055391885464445,-0.13500456203829447,-0.1387974234972485,0.02412176849243945,0.0,-0.01440329218106996,0.0
llama,contrastive,education,college and more,8.0,486,-0.16241988526936743,-0.14800118210202834,-0.18890390019178085,-0.18083379288444817,0.026484014922413396,0.0,-0.026748971193415638,0.0
llama,contrastive,education,college and more,10.0,486,-0.19418582036295803,-0.18713036379778003,-0.22585306092509103,-0.22046319387444802,0.031667240562133006,5.551115123125783e-17,-0.03497942386831276,0.0
llama,contrastive,education,college and more,12.0,486,-0.2076734795745183,-0.1761477254964196,-0.2433343326919685,-0.23005175213648982,0.035660853117450216,5.551115123125783e-17,-0.04526748971193416,0.0
llama,contrastive,education,college and more,14.0,486,-0.21135409394441998,-0.17851555922897228,-0.24840619173340317,-0.23528077853677126,0.037052097788983204,5.551115123125783e-17,-0.053497942386831275,0.0
llama,contrastive,education,college and more,16.0,486,-0.2108688968569649,-0.18694866680044248,-0.24778474003100862,-0.22963043744391218,0.03691584317404371,5.551115123125783e-17,-0.06584362139917696,0.0
llama,contrastive,education,college and more,18.0,486,-0.208680426201132,-0.1883737953433189,-0.2457718365778044,-0.22519180897373528,0.037091410376672414,2.7755575615628914e-17,-0.05761316872427984,0.0
llama,contrastive,education,college and more,20.0,486,-0.20611562966951422,-0.18856888351000725,-0.24307321689064523,-0.22001928703836776,0.03695758722113102,5.551115123125783e-17,-0.051440329218107,0.0
llama,contrastive,socioeco,low,0.0,486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama,contrastive,socioeco,low,2.0,486,-0.0393354807364389,-0.02622643241574643,-0.022133475699462772,-0.017414824800230766,-0.017202005036976123,0.0,0.01440329218106996,0.0
llama,contrastive,socioeco,low,4.0,486,-0.056909456929355395,-0.030971358687029382,-0.030670906077680412,-0.022645537629619406,-0.02623855085167499,0.0,0.024691358024691357,0.0
llama,contrastive,socioeco,low,6.0,486,-0.032682601331514904,-0.003179074642989943,-0.010298428978239115,0.0018461459959022153,-0.0223841723532758,0.0,0.01646090534979424,0.0
llama,contrastive,socioeco,low,8.0,486,-0.017883553602141004,0.015278926856733988,0.003840386323818699,0.039020426203867475,-0.021723939925959702,0.0,0.01646090534979424,0.0
llama,contrastive,socioeco,low,10.0,486,-0.006991067970225978,0.031690295597360835,0.024531039295057865,0.0515722040089899,-0.03152210726528385,0.0,0.0102880658436214,0.0
