model,magnitude,summary_level,n,n_qkeys,mean_difference_delta_target,ci95_difference_delta_target,p_two_sided_delta_target,contrastive_better_rate_delta_target,mean_difference_delta_others,ci95_difference_delta_others,p_two_sided_delta_others,mean_difference_delta_specificity,ci95_difference_delta_specificity,p_two_sided_delta_specificity,contrastive_better_rate_delta_specificity,mean_difference_delta_nearest,ci95_difference_delta_nearest,p_two_sided_delta_nearest,contrastive_better_rate_delta_nearest,attribute,model_class
llama,18.0,class,486,486,-0.012526503471925028,0.012047439765643798,0.0641818270130186,0.5041152263374485,-0.012422693083305668,0.012130389283120513,0.11064912176422444,-0.00010381038861935642,0.0071616944173310895,0.8012984494005791,0.3888888888888889,0.018518518518518517,0.03492324677127608,0.29869755599497017,0.08641975308641975,education,some schooling
llama,20.0,class,486,486,0.010415294905176684,0.012402155606960768,0.08097995507334077,0.43415637860082307,0.005053569506757587,0.012333173927230602,0.2811037623873158,0.005361725398419095,0.007070069329400919,0.11349516997737435,0.3888888888888889,0.0,0.037438314913052814,1.0,0.08847736625514403,education,some schooling
llama,0.0,class,486,486,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,education,high school
llama,2.0,class,486,486,-0.009318090475454649,0.005424246467223788,0.00017205114918382146,0.5740740740740741,-0.010037380802323902,0.00520861908141799,8.275029227175043e-05,0.0007192903268692473,0.0015256304761694232,0.15896684838344155,0.3168724279835391,0.00205761316872428,0.01849930604828659,0.8272593465627113,0.02263374485596708,education,high school
llama,4.0,class,486,486,-0.010552335980910899,0.011082059339791613,0.12681104542046356,0.5267489711934157,-0.009874157834652023,0.010721276219708488,0.14268559406182485,-0.0006781781462588767,0.003432120808602222,0.6181983354770695,0.3374485596707819,0.00823045267489712,0.02615299522076786,0.5370939784426416,0.047325102880658436,education,high school
llama,6.0,class,486,486,0.012949896272162666,0.017250159953597625,0.0717222876043552,0.4609053497942387,0.005832810563175967,0.0158594240810933,0.3259326158481626,0.007117085708986704,0.007124791990980321,0.10869946231451158,0.38271604938271603,-0.02263374485596708,0.03672432045384875,0.2272754949999649,0.07407407407407407,education,high school
llama,8.0,class,486,486,0.1375474731760205,0.020939679836406183,2.9038093343612876e-31,0.2757201646090535,0.119751111109716,0.019373230467656585,1.2165042724673298e-28,0.0177963620663045,0.008843911158804396,0.0012098181874447222,0.36419753086419754,-0.04526748971193416,0.03976144388381163,0.026260634117795476,0.07818930041152264,education,high school
llama,10.0,class,486,486,0.21315272310304129,0.020651926478829158,1.7620871389487995e-57,0.1522633744855967,0.20075396751306537,0.01945084199821937,5.964344065149982e-57,0.012398755589975868,0.006995681564941182,9.321898464189984e-05,0.3497942386831276,-0.037037037037037035,0.038156966177249195,0.057779571123597245,0.07407407407407407,education,high school
llama,12.0,class,486,486,0.1945360828732818,0.01420871751608282,1.3208536580120471e-71,0.0823045267489712,0.18732442669964447,0.013839455110493767,2.8029680791909038e-71,0.007211656173637344,0.0055039216596245106,4.4880243228546325e-06,0.30864197530864196,-0.04526748971193416,0.033045916855491644,0.007632881787792299,0.047325102880658436,education,high school
llama,14.0,class,486,486,0.13912452383847845,0.009581210385686937,9.153939229133906e-76,0.0411522633744856,0.13386478761497284,0.00940985564029212,2.857449272618239e-75,0.005259736223505625,0.003690289331250117,9.76926981847579e-06,0.29012345679012347,-0.03292181069958848,0.027815799953390948,0.02092133533779403,0.03292181069958848,education,high school
llama,16.0,class,486,486,0.09062641873400537,0.007256019373946987,9.92139055737535e-75,0.07613168724279835,0.08615862888764314,0.006905887106690331,3.3085859779605695e-74,0.004467789846362233,0.0026762427485379795,0.0005706852945123315,0.3065843621399177,-0.02263374485596708,0.025771301758532976,0.08581278065055215,0.030864197530864196,education,high school
llama,18.0,class,486,486,0.058705806472662235,0.006666031612070499,1.4982613443985347e-51,0.2037037037037037,0.054864242383682434,0.0062655115303883865,9.590679828000515e-52,0.0038415640889798023,0.002369405563521586,0.0004706805806901798,0.2962962962962963,-0.01440329218106996,0.023155789027369394,0.22301746994661498,0.026748971193415638,education,high school
llama,20.0,class,486,486,0.04165058357922304,0.006952120497677051,4.617828178465318e-30,0.30864197530864196,0.03890473609647532,0.006535253731569247,1.1341445380171495e-31,0.0027458474827477247,0.0022971938501824,0.01605654678328734,0.32510288065843623,0.00411522633744856,0.019774167473292584,0.6830913983096087,0.026748971193415638,education,high school
llama,0.0,class,486,486,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,education,college and more
llama,2.0,class,486,486,0.002986979980491685,0.007887726842261493,0.9070969318731308,0.5246913580246914,-8.059446614230962e-05,0.007547979055145065,0.7494860464006747,0.0030675744466339932,0.004331991870612851,0.5732399856705876,0.37037037037037035,-0.01440329218106996,0.020144642441732696,0.16151331846754213,0.018518518518518517,education,college and more
llama,4.0,class,486,486,-0.052138620951388555,0.011438926732278669,3.740987180263578e-18,0.6707818930041153,-0.06043630993879033,0.011084756442631218,2.887349913631785e-25,0.008297688987401781,0.005694297877072663,0.002830116810954371,0.3045267489711934,-0.024691358024691357,0.022731184536847443,0.03389485352468927,0.0205761316872428,education,college and more
llama,6.0,class,486,486,-0.06468980403272512,0.013712587018510953,7.169261815501168e-17,0.6316872427983539,-0.07303602794361772,0.013061748194730338,6.100534367359811e-23,0.008346223910892592,0.006301399882594008,0.012245709433767241,0.31893004115226337,0.00205761316872428,0.024555899841336257,0.8694170607412391,0.03909465020576132,education,college and more
llama,8.0,class,486,486,-0.05452014135853971,0.012375789578494558,4.657529883227478e-19,0.6810699588477366,-0.057682917155873724,0.011591063287700428,1.4305026574394912e-24,0.003162775797334002,0.006468134243785131,0.3704314648272965,0.35802469135802467,-0.00823045267489712,0.02352860413715025,0.4927166772270877,0.030864197530864196,education,college and more
llama,10.0,class,486,486,-0.051396303949819006,0.011767454416450718,1.4493310612036385e-17,0.6831275720164609,-0.05903428650819893,0.01119389847457841,8.598768770489218e-26,0.007637982558379924,0.007720657933428976,0.018058221342177366,0.345679012345679,-0.01440329218106996,0.029362398257243856,0.33628879040286896,0.047325102880658436,education,college and more
llama,12.0,class,486,486,-0.045046161774449756,0.012367285876390145,5.446105288749721e-13,0.6563786008230452,-0.05563358745523732,0.011605562058438707,6.161188690452883e-19,0.010587425680787561,0.00841004223786643,0.048458576044587,0.38271604938271603,-0.006172839506172839,0.030474313827051847,0.6911022238448428,0.05555555555555555,education,college and more
