attribute,group_a,group_b,channel,magnitude,regime,quartile,n_questions,n_predictions,mean_human_gap,strict_accuracy,strict_accuracy_ci95_low,strict_accuracy_ci95_high,tie_aware_accuracy,fractional_accuracy,chance_accuracy,lift_over_chance,lift_ci95_low,lift_ci95_high,bootstrap_p_lift_le_zero
education,High school graduate,College graduate/some postgrad,steered,14.0,Steered N=14,Q2,122,244,0.10797407847401763,0.24180327868852458,0.1885245901639344,0.29918032786885246,0.24180327868852458,0.24180327868852458,0.3333333333333333,-0.09153005464480873,-0.1448087431693989,-0.03415300546448086,0.999000499750125
education,High school graduate,College graduate/some postgrad,steered,14.0,Steered N=14,Q3,121,242,0.18585507629900233,0.24793388429752067,0.19008264462809918,0.30578512396694213,0.24793388429752067,0.24793388429752067,0.3333333333333333,-0.08539944903581265,-0.14325068870523414,-0.027548209366391185,0.9975012493753124
education,High school graduate,College graduate/some postgrad,steered,14.0,Steered N=14,Q4,122,244,0.3372618701487849,0.26639344262295084,0.21311475409836064,0.319672131147541,0.26639344262295084,0.26639344262295084,0.3333333333333333,-0.06693989071038248,-0.12021857923497267,-0.01366120218579231,0.9910044977511244
education,High school graduate,College graduate/some postgrad,steered,16.0,Steered N=16,All,486,972,0.17017613626227454,0.24382716049382716,0.21707818930041153,0.2716049382716049,0.24382716049382716,0.24382716049382716,0.3333333333333333,-0.08950617283950615,-0.11625514403292178,-0.06172839506172839,1.0
education,High school graduate,College graduate/some postgrad,steered,16.0,Steered N=16,Q1,121,242,0.048746712886811996,0.2190082644628099,0.16942148760330578,0.26859504132231404,0.2190082644628099,0.2190082644628099,0.3333333333333333,-0.1143250688705234,-0.16391184573002754,-0.06473829201101927,1.0
education,High school graduate,College graduate/some postgrad,steered,16.0,Steered N=16,Q2,122,244,0.10797407847401763,0.2459016393442623,0.19262295081967212,0.30327868852459017,0.2459016393442623,0.2459016393442623,0.3333333333333333,-0.08743169398907102,-0.1407103825136612,-0.030054644808743147,1.0
education,High school graduate,College graduate/some postgrad,steered,16.0,Steered N=16,Q3,121,242,0.18585507629900233,0.25206611570247933,0.19834710743801653,0.3140495867768595,0.25206611570247933,0.25206611570247933,0.3333333333333333,-0.08126721763085398,-0.13498622589531678,-0.019283746556473802,0.9945027486256871
education,High school graduate,College graduate/some postgrad,steered,16.0,Steered N=16,Q4,122,244,0.3372618701487849,0.2581967213114754,0.20491803278688525,0.3114754098360656,0.2581967213114754,0.2581967213114754,0.3333333333333333,-0.0751366120218579,-0.12841530054644806,-0.02185792349726773,0.9945027486256871
education,High school graduate,College graduate/some postgrad,steered,18.0,Steered N=18,All,486,972,0.17017613626227454,0.24279835390946503,0.21502057613168724,0.26954732510288065,0.24279835390946503,0.24279835390946503,0.3333333333333333,-0.09053497942386829,-0.11831275720164608,-0.06378600823045266,1.0
education,High school graduate,College graduate/some postgrad,steered,18.0,Steered N=18,Q1,121,242,0.048746712886811996,0.22727272727272727,0.17355371900826447,0.2809917355371901,0.22727272727272727,0.22727272727272727,0.3333333333333333,-0.10606060606060605,-0.15977961432506885,-0.052341597796143224,1.0
education,High school graduate,College graduate/some postgrad,steered,18.0,Steered N=18,Q2,122,244,0.10797407847401763,0.24180327868852458,0.18442622950819673,0.29518442622950763,0.24180327868852458,0.24180327868852458,0.3333333333333333,-0.09153005464480873,-0.14890710382513658,-0.03814890710382568,1.0
education,High school graduate,College graduate/some postgrad,steered,18.0,Steered N=18,Q3,121,242,0.18585507629900233,0.22727272727272727,0.17355371900826447,0.28512396694214875,0.22727272727272727,0.22727272727272727,0.3333333333333333,-0.10606060606060605,-0.15977961432506885,-0.04820936639118456,0.999000499750125
education,High school graduate,College graduate/some postgrad,steered,18.0,Steered N=18,Q4,122,244,0.3372618701487849,0.27459016393442626,0.22131147540983606,0.3319672131147541,0.27459016393442626,0.27459016393442626,0.3333333333333333,-0.05874316939890706,-0.11202185792349725,-0.0013661202185792365,0.9825087456271864
