qkey,attribute,group_a,group_b,human_gap,quartile,channel,magnitude,regime,target_human_group,expected_model_class,competitor_model_class,distance_own_profile,distance_competitor_profile,difference
BETTERPOL2F1A_W36,socioeco,"Less than $30,000","$100,000 or more",0.07717558006833744,Q1,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.17039534300000217,0.17039548199996168,-1.3899995951471844e-07
BETTERPOL2F1C_W36,socioeco,"Less than $30,000","$100,000 or more",0.03780051999999997,Q1,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.21720298399998475,0.21720308999995752,-1.0599997277149775e-07
BETTERPOL2F1D_W36,socioeco,"Less than $30,000","$100,000 or more",0.041779992802059296,Q1,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.2197932768020354,0.2197933108020761,-3.400004069953333e-08
BETTERPOL2F1F_W36,socioeco,"Less than $30,000","$100,000 or more",0.08465948915340514,Q2,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.19884261401153336,0.1988428020115139,-1.879999805554089e-07
E5_W36,socioeco,"Less than $30,000","$100,000 or more",0.43779327999999995,Q4,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.1744170212232442,0.4174452555519528,-0.24302823432870857
ESSENBIZF2E_W36,socioeco,"Less than $30,000","$100,000 or more",0.08600579510109135,Q2,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.2566383624877243,0.6462441140591825,-0.38960575157145816
ESSENBIZF2J_W36,socioeco,"Less than $30,000","$100,000 or more",0.25163483000000003,Q3,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.06572175906788091,0.29617988453294697,-0.23045812546506605
ESSENPOLF1A_W36,socioeco,"Less than $30,000","$100,000 or more",0.17553441000000014,Q3,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.2280005739996035,0.22800233399973036,-1.7600001268602838e-06
ESSENPOLF1B_W36,socioeco,"Less than $30,000","$100,000 or more",0.12017668660826397,Q2,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.3235380581331391,0.3389234777260367,-0.015385419592897631
ESSENPOLF1D_W36,socioeco,"Less than $30,000","$100,000 or more",0.19153513,Q3,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.35308456040446334,0.35848131200289657,-0.005396751598433225
ESSENPOLF1G_W36,socioeco,"Less than $30,000","$100,000 or more",0.10835326000000006,Q2,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.4782694156271073,0.49042870808685557,-0.012159292459748283
ESSENPOLF1H_W36,socioeco,"Less than $30,000","$100,000 or more",0.11607464,Q2,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.4011714808407959,0.4243570539402003,-0.02318557309940439
HIGHEDWRNGB_W36,socioeco,"Less than $30,000","$100,000 or more",0.17157769,Q3,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.438258989467022,0.5917308176132542,-0.15347182814623217
HIGHEDWRNGC_W36,socioeco,"Less than $30,000","$100,000 or more",0.12339997769159922,Q2,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.9188379789570242,0.6556834087271398,0.2631545702298844
IMPROVE1_W36,socioeco,"Less than $30,000","$100,000 or more",0.09980065010687394,Q2,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.7132408648203366,0.8676055464381279,-0.15436468161779138
IMPROVE2_W36,socioeco,"Less than $30,000","$100,000 or more",0.10635122999999996,Q2,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.7081806239991334,0.7079498680017561,0.00023075599737731878
IMPROVE3_W36,socioeco,"Less than $30,000","$100,000 or more",0.18035068816536826,Q3,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.5767878899999999,0.40451283612310784,0.17227505387689201
MOREWMN1F2_W36,socioeco,"Less than $30,000","$100,000 or more",0.05489848676972742,Q1,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.23172408899617442,0.23178190699928547,-5.781800311105423e-05
POLCHF1_W36,socioeco,"Less than $30,000","$100,000 or more",0.33681012209874145,Q4,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.6506324714856382,0.6500767714802005,0.0005557000054376982
TRAITBIZMF2C_W36,socioeco,"Less than $30,000","$100,000 or more",0.17467239999999995,Q3,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.2575317929999987,0.2575318899999906,-9.699999192758213e-08
