qkey,attribute,channel,magnitude,regime,model_class,own_human_group,distance_own,mean_distance_others,specificity_margin
GAP21Q19_c_W82,gender,steered,2.0,Steered N=2,female,Female,0.27753992000000005,0.24136684,0.03617308000000005
GAP21Q19_c_W82,gender,steered,4.0,Steered N=4,female,Female,0.4034002592680282,0.34053389926802824,0.06286635999999995
GAP21Q19_c_W82,gender,steered,6.0,Steered N=6,female,Female,0.42685939952141805,0.36399303952141804,0.06286636000000001
GAP21Q19_c_W82,gender,steered,8.0,Steered N=8,female,Female,0.43602355828932926,0.37315719828932925,0.06286636000000001
GAP21Q19_c_W82,gender,steered,10.0,Steered N=10,female,Female,0.4431135106411231,0.38473762077815277,0.05837588986297032
GAP21Q19_c_W82,gender,steered,12.0,Steered N=12,female,Female,0.44560000533808364,0.38463021456044877,0.06096979077763487
GAP21Q19_c_W82,gender,steered,14.0,Steered N=14,female,Female,0.4501304664435367,0.3959664955477922,0.05416397089574454
GAP21Q19_c_W82,gender,steered,16.0,Steered N=16,female,Female,0.45079272287166094,0.3939423834808018,0.05685033939085915
GAP21Q19_c_W82,gender,steered,18.0,Steered N=18,female,Female,0.4528348870466525,0.39799288635717806,0.054842000689474424
GAP21Q19_c_W82,gender,steered,20.0,Steered N=20,female,Female,0.4548798284824275,0.4020606280972343,0.052819200385193166
GAP21Q19_c_W82,age,declared,,Declared,adult,30-49,0.6510841499774178,0.6502111699774178,0.0008729800000000232
GAP21Q19_c_W82,age,steered,0.0,Neutral (N=0),adult,30-49,0.6507639200348301,0.6498909400348301,0.0008729800000000232
GAP21Q19_c_W82,age,steered,2.0,Steered N=2,adult,30-49,0.5452241830264228,0.8019762630264228,-0.25675207999999994
GAP21Q19_c_W82,age,steered,4.0,Steered N=4,adult,30-49,0.4604061274534653,0.7171582074534653,-0.25675207999999994
GAP21Q19_c_W82,age,steered,6.0,Steered N=6,adult,30-49,0.4230811521732851,0.6798332321732851,-0.25675207999999994
GAP21Q19_c_W82,age,steered,8.0,Steered N=8,adult,30-49,0.4028999300000001,0.65965201,-0.2567520799999999
GAP21Q19_c_W82,age,steered,10.0,Steered N=10,adult,30-49,0.3947439924403461,0.651496072440346,-0.25675207999999994
GAP21Q19_c_W82,age,steered,12.0,Steered N=12,adult,30-49,0.3837841689015765,0.6405362489015765,-0.25675207999999994
GAP21Q19_c_W82,age,steered,14.0,Steered N=14,adult,30-49,0.3796090795686138,0.6363611595686136,-0.2567520799999998
GAP21Q19_c_W82,age,steered,16.0,Steered N=16,adult,30-49,0.37476699169014366,0.6315190716901435,-0.2567520799999999
GAP21Q19_c_W82,age,steered,18.0,Steered N=18,adult,30-49,0.36794595675613384,0.6246980367561337,-0.2567520799999998
GAP21Q19_c_W82,age,steered,20.0,Steered N=20,adult,30-49,0.3691071634658192,0.6258592434658191,-0.25675207999999994
GAP21Q19_c_W82,age,declared,,Declared,older_adult,65+,0.6502539900033354,0.6511269700033355,-0.0008729800000001342
GAP21Q19_c_W82,age,steered,0.0,Neutral (N=0),older_adult,65+,0.6498909400348301,0.6507639200348301,-0.0008729800000000232
