qkey,attribute,class_idx,class_label,magnitude,wasserstein,total_variation
FAMSURV43_W50,gender,1,female,1.0,0.5873229665643482,0.24422557673914055
FAMSURV43_W50,gender,1,female,3.0,0.9979143600208565,0.4084532459154675
FAMSURV43_W50,gender,1,female,5.0,1.0524215194757849,0.4453429955465701
FAMSURV43_W50,gender,1,female,7.0,1.117813610456646,0.463445612077386
FAMSURV43_W50,gender,1,female,9.0,1.0971377878073567,0.4647881186134265
FAMSURV43_W50,gender,1,female,13.0,0.7027165896392549,0.4558824237214649
FAMSURV43_W50,age,0,child,1.0,0.15518949487465594,0.05981673644293569
FAMSURV43_W50,age,0,child,3.0,0.45094967889549686,0.17723734625227283
FAMSURV43_W50,age,0,child,5.0,0.7797543622024565,0.29021536709784634
FAMSURV43_W50,age,0,child,7.0,1.0914864868686567,0.3880565457113129
FAMSURV43_W50,age,0,child,9.0,1.2552731430632962,0.4567899788533707
FAMSURV43_W50,age,0,child,13.0,1.042230599639255,0.49450512372146493
FAMSURV43_W50,age,1,adolescent,1.0,0.04715188941770754,0.0239346965238008
FAMSURV43_W50,age,1,adolescent,3.0,0.2603058906700001,0.11633564418217934
FAMSURV43_W50,age,1,adolescent,5.0,0.5443470498047056,0.24939949615238483
FAMSURV43_W50,age,1,adolescent,7.0,1.0593963494060366,0.4657963753420362
FAMSURV43_W50,age,1,adolescent,9.0,1.3560942472378739,0.5621725083191347
FAMSURV43_W50,age,1,adolescent,13.0,1.492614246162433,0.5829183101266494
FAMSURV43_W50,age,2,adult,1.0,0.12955971244381081,0.04938450636739507
FAMSURV43_W50,age,2,adult,3.0,0.6119894523618071,0.2541241049333469
FAMSURV43_W50,age,2,adult,5.0,0.9940573504795981,0.47126028685332944
FAMSURV43_W50,age,2,adult,7.0,1.0951922784568997,0.5758216147621027
FAMSURV43_W50,age,2,adult,9.0,1.1150099712319976,0.6061908026839236
FAMSURV43_W50,age,2,adult,13.0,1.0995846681216106,0.6099111594535653
FAMSURV43_W50,age,3,older_adult,1.0,0.2361823576381764,0.08682477913175222
FAMSURV43_W50,age,3,older_adult,3.0,0.5476252137087342,0.19516495281907173
FAMSURV43_W50,age,3,older_adult,5.0,0.6803845546899264,0.25753228615812984
FAMSURV43_W50,age,3,older_adult,7.0,0.6849649143087733,0.2823727278713846
FAMSURV43_W50,age,3,older_adult,9.0,0.5410600115040188,0.28866641755670025
FAMSURV43_W50,age,3,older_adult,13.0,0.5918590422613341,0.4364918901906881
FAMSURV43_W50,education,0,some schooling,1.0,0.10903196328712728,0.03867137991860066
FAMSURV43_W50,education,0,some schooling,3.0,0.34224699494787836,0.1272993443499988
FAMSURV43_W50,education,0,some schooling,5.0,0.5066508537565446,0.1941807778154444
FAMSURV43_W50,education,0,some schooling,7.0,0.5604793701273519,0.21896416337179908
FAMSURV43_W50,education,0,some schooling,9.0,0.38892927669635013,0.16771001234671606
FAMSURV43_W50,education,0,some schooling,13.0,0.07667431495158361,0.06745942502466805
FAMSURV43_W50,education,1,high school,1.0,0.1958069949983755,0.07389351031347535
FAMSURV43_W50,education,1,high school,3.0,0.363790934366127,0.13551381574384228
FAMSURV43_W50,education,1,high school,5.0,0.3618276662768326,0.13335464672686106
FAMSURV43_W50,education,1,high school,7.0,0.039622957803675196,0.031049220400590185
FAMSURV43_W50,education,1,high school,9.0,0.40314540229783713,0.20805940211734703
FAMSURV43_W50,education,1,high school,13.0,0.23931378076829973,0.17636397534817058
FAMSURV43_W50,education,2,college and more,1.0,0.015182633714677873,0.013628421474339025
FAMSURV43_W50,education,2,college and more,3.0,0.14953018396647177,0.13406675130664136
FAMSURV43_W50,education,2,college and more,5.0,0.3971999160280013,0.3609976763900232
FAMSURV43_W50,education,2,college and more,7.0,0.5101074491199135,0.4876751909178987
FAMSURV43_W50,education,2,college and more,9.0,0.5756049548483732,0.5693137147599239
FAMSURV43_W50,education,2,college and more,13.0,0.6768548456593978,0.6456931187060309
FAMSURV43_W50,socioeco,0,low,1.0,0.16068736019883922,0.06344752084358629
FAMSURV43_W50,socioeco,0,low,3.0,0.3969110576801683,0.15217611747971993
FAMSURV43_W50,socioeco,0,low,5.0,0.41190853348176215,0.16375608878195952
FAMSURV43_W50,socioeco,0,low,7.0,0.22701376036074516,0.11086136627853505
FAMSURV43_W50,socioeco,0,low,9.0,0.09915664282386638,0.08976486000995655
FAMSURV43_W50,socioeco,0,low,13.0,0.2264955091603047,0.12259115171104809
FAMSURV43_W50,socioeco,1,mid,1.0,0.3850717791693371,0.13390773853983792
FAMSURV43_W50,socioeco,1,mid,3.0,1.0357064096466169,0.38301623861821027
FAMSURV43_W50,socioeco,1,mid,5.0,1.1297512005760217,0.4750844921937748
FAMSURV43_W50,socioeco,1,mid,7.0,0.9541973020955715,0.47600326827697204
FAMSURV43_W50,socioeco,1,mid,9.0,0.8100980518990194,0.4500633554993665
FAMSURV43_W50,socioeco,1,mid,13.0,0.7115273928847261,0.4345508356544917
