qkey,attribute,channel,magnitude,regime,model_class,own_human_group,distance_own,mean_distance_others,specificity_margin
ECON1_W54,socioeco,steered,14.0,Steered N=14,low,"Less than $30,000",0.386913517008614,0.6787009061318277,-0.29178738912321367
ECON1_W54,socioeco,steered,16.0,Steered N=16,low,"Less than $30,000",0.33761118565845594,0.6293985747816696,-0.29178738912321367
ECON1_W54,socioeco,steered,18.0,Steered N=18,low,"Less than $30,000",0.2842725599121576,0.5760599490353712,-0.29178738912321356
ECON1_W54,socioeco,steered,20.0,Steered N=20,low,"Less than $30,000",0.28226210632096904,0.5740494954441826,-0.29178738912321356
ECON1_W54,socioeco,declared,,Declared,high,"$100,000 or more",0.48687324484722416,0.8192494299749071,-0.33237618512768297
ECON1_W54,socioeco,steered,0.0,Neutral (N=0),high,"$100,000 or more",0.5314462862707088,0.2396588971474951,0.29178738912321367
ECON1_W54,socioeco,steered,2.0,Steered N=2,high,"$100,000 or more",0.5875323021147764,0.29574491299156275,0.2917873891232136
ECON1_W54,socioeco,steered,4.0,Steered N=4,high,"$100,000 or more",0.5864138028278354,0.2946264137046217,0.29178738912321367
ECON1_W54,socioeco,steered,6.0,Steered N=6,high,"$100,000 or more",0.6348420252492465,0.3430546361260328,0.29178738912321367
ECON1_W54,socioeco,steered,8.0,Steered N=8,high,"$100,000 or more",0.6756665596570214,0.38387917053380777,0.2917873891232136
ECON1_W54,socioeco,steered,10.0,Steered N=10,high,"$100,000 or more",0.7272441209739862,0.4354567318507726,0.29178738912321356
ECON1_W54,socioeco,steered,12.0,Steered N=12,high,"$100,000 or more",0.743359845871538,0.41365460448155633,0.3297052413899817
ECON1_W54,socioeco,steered,14.0,Steered N=14,high,"$100,000 or more",0.7953754016958621,0.40228310309505283,0.39309229860080924
ECON1_W54,socioeco,steered,16.0,Steered N=16,high,"$100,000 or more",0.7715772269432036,0.3653609948965404,0.40621623204666324
ECON1_W54,socioeco,steered,18.0,Steered N=18,high,"$100,000 or more",0.7480688845342532,0.28783590996188424,0.460232974572369
ECON1_W54,socioeco,steered,20.0,Steered N=20,high,"$100,000 or more",0.6836223317925761,0.21942328802221392,0.46419904377036225
ECON3_d_W54,gender,declared,,Declared,male,Male,0.8642861835760992,0.725462473576099,0.13882371000000016
ECON3_d_W54,gender,steered,0.0,Neutral (N=0),male,Male,0.8881395509534997,0.7493158409534996,0.13882371000000016
ECON3_d_W54,gender,steered,2.0,Steered N=2,male,Male,0.9234025400000003,0.7845788300000002,0.13882371000000016
ECON3_d_W54,gender,steered,4.0,Steered N=4,male,Male,0.9541770505862488,0.8153533405862486,0.13882371000000016
ECON3_d_W54,gender,steered,6.0,Steered N=6,male,Male,0.9694256500000002,0.8306019400000001,0.13882371000000016
ECON3_d_W54,gender,steered,8.0,Steered N=8,male,Male,0.9749116998284444,0.8360879898284442,0.13882371000000016
ECON3_d_W54,gender,steered,10.0,Steered N=10,male,Male,0.9794186899185839,0.8405949799185838,0.13882371000000016
ECON3_d_W54,gender,steered,12.0,Steered N=12,male,Male,0.9803151900000001,0.84149148,0.13882371000000016
ECON3_d_W54,gender,steered,14.0,Steered N=14,male,Male,0.9810091300000003,0.8421854200000002,0.13882371000000016
ECON3_d_W54,gender,steered,16.0,Steered N=16,male,Male,0.9802737300321578,0.8414500200321576,0.13882371000000016
ECON3_d_W54,gender,steered,18.0,Steered N=18,male,Male,0.9773492096929862,0.8385254996929861,0.13882371000000016
ECON3_d_W54,gender,steered,20.0,Steered N=20,male,Male,0.967602098093513,0.8287783880935129,0.13882371000000016
ECON3_d_W54,gender,declared,,Declared,female,Female,0.6622393936485278,0.801063103648528,-0.13882371000000016
ECON3_d_W54,gender,steered,0.0,Neutral (N=0),female,Female,0.7493158409534996,0.8881395509534997,-0.13882371000000016
ECON3_d_W54,gender,steered,2.0,Steered N=2,female,Female,0.6966167925975506,0.8354405025975508,-0.13882371000000016
ECON3_d_W54,gender,steered,4.0,Steered N=4,female,Female,0.6219587188646468,0.760782428864647,-0.13882371000000016
ECON3_d_W54,gender,steered,6.0,Steered N=6,female,Female,0.5757024026896339,0.7145261126896341,-0.13882371000000016
ECON3_d_W54,gender,steered,8.0,Steered N=8,female,Female,0.5237747764178203,0.6625984864178205,-0.13882371000000016
ECON3_d_W54,gender,steered,10.0,Steered N=10,female,Female,0.5236893896292918,0.662513099629292,-0.13882371000000016
ECON3_d_W54,gender,steered,12.0,Steered N=12,female,Female,0.4668619448878466,0.6056856548878468,-0.13882371000000016
ECON3_d_W54,gender,steered,14.0,Steered N=14,female,Female,0.4063700356170429,0.545193745617043,-0.13882371000000016
ECON3_d_W54,gender,steered,16.0,Steered N=16,female,Female,0.34344256508562515,0.4822662750856253,-0.13882371000000016
ECON3_d_W54,gender,steered,18.0,Steered N=18,female,Female,0.34267142996011335,0.4814951399601135,-0.13882371000000016
ECON3_d_W54,gender,steered,20.0,Steered N=20,female,Female,0.34679691320750705,0.4172728569864995,-0.07047594377899247
